text	intent
在底特律名單地面交通	飛行
什麼航班都可以星期二下午從匹茲堡飛往亞特蘭大	容量
從西雅圖到波士頓直飛或中轉航班	飛行
什麼航班從辛辛那提到坦帕	飛行
從美國科羅拉多州丹佛市到賓夕法尼亞州匹茲堡的所有航班	飛行
什麼呢EA平均	飛行
有沒有從納什維爾飛往休斯敦晚上明天	縮寫
什麼是你已經離開達拉斯費城的最新航班	飛行
告訴我下午6點後，奧蘭多在週三從密爾沃基航班	飛行
給我從亞特蘭大到丹佛的最低票價在5月第七屆請	飛行
告訴我從巴爾的摩到達拉斯的特價機票	機票
當是第一個起飛的航班從奧克蘭到波士頓	飛行
找到從費城飛往達拉斯亞特蘭大停止所有航班	飛行
列出美國航空從紐瓦克飛往納什維爾的航班	飛行
我可以看到所有從華盛頓到舊金山的航班，請	飛行
告訴我航班，從情場	飛行
我想就從丹佛飛往舊金山的航班上的美國聯合航空公司的一些信息	飛行
使用由TWA什麼飛機	飛行
我想從長灘到ST飛行。路易斯在達拉斯站	飛機
I'd喜歡看到所有從丹佛飛往匹茲堡的航班單程	飛行
I'd喜歡從費城飛往達拉斯1145點前抵達美國航空航班	飛行
請告知我從亞特蘭大到丹佛航班使用的飛機的類型之前正午12點	飛行
哪些呢票價碼Y平均值	飛機
是什麼從波士頓到費城早上航班	縮寫
第一類飛往舊金山，下週二美國航空公司	飛行
我需要的航班信息，週二離開巴爾的摩達拉斯波士頓和波士頓巴爾的摩	飛行
什麼是AP 57限制	飛行
現在告訴我航班從匹茲堡飛往費城	縮寫
在那裡，從亞特蘭大到費城沒有直飛的班機到達費城中午12點左右	飛行
什麼是從奧克蘭最早的航班華盛頓週日	飛行
什麼航空公司從波士頓飛往匹茲堡	飛行
我想從多倫多到聖地亞哥航班，在ST停止。路易斯是有航班	航空公司
你能告訴我從波士頓到舊金山最便宜的航班	飛行
什麼是匹茲堡機場匹茲堡市中心之間的距離	飛行
從拉斯維加斯到蒙特利爾	距離
什麼西北航空的航班在中午前離開丹佛	飛行
顯示在聯合航空公司從舊金山到丹佛華盛頓特區的所有航班	飛行
什麼是最新的航班從費城到波士頓	飛行
什麼時間做從波士頓到舊金山啟程大陸	飛行
I'd喜歡看到從匹茲堡飛往費城國際	飛行時間
什麼是從丹佛飛往匹茲堡的最低票價	飛行
列出所有從丹佛飛往費城國際	機票
請出示航班從丹佛到達費城	飛行
什麼航班你有從密爾沃基到坦帕	飛行
從巴爾的摩到華盛頓航班	飛行
給我從達拉斯到巴爾的摩上週六最便宜的航班	飛行
什麼是亞特蘭大和達拉斯之間的最昂貴的頭等艙機票	飛行
讓我從聖地亞哥到舊金山西南航空公司航班	機票
列出從丹佛飛往巴爾的摩每日航班，以一流的服務	飛行
告訴我所有的夏洛特在下週一下午5點左右到達的航班，請	飛行
多少頭等艙機票不團結今天從所有機場已經離開	飛行
有多少航班確實每家航空公司有預訂類k	數量
可我從舊金山飛往巴爾的摩	數量
I'd喜歡夏洛特的方式，使從洛杉磯到紐瓦克往返	飛行
航班信息從舊金山到匹茲堡	飛行
教練票價只有平日丹佛波士頓	飛行
列出最低成本航班從達拉斯到巴爾的摩	機票
我想從波士頓飛往亞特蘭大	飛行
有多少城市是由達美航空公司提供一流的航班	飛行
請給我航班時刻表從匹茲堡飛往費城	數量
告訴我在丹佛的地面交通	飛行
從達拉斯飛往波士頓的明天	飛行
從辛辛那提到美國休斯敦的航班	飛行
和航班從亞特蘭大離開奧克蘭下午5點以後離開	飛行
上週五我需要看到的是下午6點前離開亞特蘭大和抵達達拉斯的所有航班	飛行
告訴我從紐約到邁阿密在週二往返票價低於932美元的所有航班	飛行
我期待從波士頓飛往丹佛的航班有沒有中途停留，並且只在下午	飛行
I'd喜歡從費城飛往達拉斯1145點前抵達美國的航班	飛行
列出從長灘到哥倫布在週日的所有航班	飛行
給我從紐約到拉斯維加斯是在週日抵達所有直達航班	飛行
什麼是從波士頓到舊金山的航班將在明天	飛行
現在我需要底特律週二航班從鳳凰	飛行
什麼是從華盛頓到舊金山最早的航班	飛行
找到從波士頓到奧克蘭停止在丹佛任何飛行	飛行
好吧，讓我們看看你有沒有從亞特蘭大到波士頓三角洲航空公司的航班	飛行
你有沒有從鹽湖城到ST飛行。聖彼得堡在六月二日	飛行
告訴我從達拉斯到休斯敦直飛航班	飛行
你可以列出航班從拉斯維加斯出發，在聖地亞哥抵達	飛行
什麼是早上8點後的第一個航班從波士頓到舊金山	飛行
這在中午之前在丹佛西北和美國聯合航空公司直飛航班	飛行
從紐瓦克新澤西州俄亥俄州克利夫蘭航班	飛行
什麼是亞特蘭大最便宜的往返航班飛往匹茲堡	飛行
告訴我從紐約所有的最便宜的票價邁阿密留下週二	飛行
告訴我從安大略塔科馬一種方式的所有航班	機票
名單我的只有丹佛和奧克蘭之間的美聯航航班	飛行
什麼是從巴爾的摩到達拉斯在任何類的最低票價	飛行
給我最新的航班明天聯合航空公司從密爾沃基到塔科馬	機票
好吧，我'd就像從休斯敦到孟菲斯直飛航班到達孟菲斯在午後週二六月第一	飛行
我想從華盛頓前往匹茲堡二十八月	飛行
什麼航空公司飛亞特蘭大的出	飛行
之間找到丹佛和奧克蘭離開下午，到達下午5點附近的直飛航班	航空公司
從巴爾的摩到紐瓦克週三上午航班什麼	飛行
列出從亞特蘭大八月十五在波士頓到達的航班	飛行
什麼時候做飛行AA 459出發	飛行
我也需要去舊金山週三晚上從達拉斯	飛行時間
列出從長灘到哥倫布週六晚的所有航班	飛行
請給我所有從長灘加州到田納西州孟菲斯的航班	飛行
你有沒有從夏洛特到亞特蘭大的航班於六月第一	飛行
你能告訴我從達拉斯到巴爾的摩與經濟艙票價的航班	飛行
什麼從拉斯維加斯飛往鳳凰城上週六	飛行
喜I'米主叫從波士頓I'd像做出飛行要么奧蘭多或洛杉磯	飛行
是什麼，從紐約到拉斯維加斯的航班	飛行
什麼地面交通匹茲堡可用	飛行
請給我從亞特蘭大到波士頓在週三上午和週四下午航班	飛行
航班從密爾沃基到丹佛	飛行
哪些呢?指定為一頓飯	飛行
我想找到一個航班從坦帕去蒙特利爾製作在紐約停止，供應午餐飛行	縮寫
好吧，我只是想知道，從亞特蘭大到波士頓最廉價的票價	飛行
列出所有離開舊金山週一下午在匹茲堡抵達航班	機票
給我不航班從亞特蘭大飛往巴爾的摩票價	飛行
讓我從達拉斯飛往舊金山的航班增量票價	飛行
什麼是最新的晚上飛離舊金山華盛頓	機票
什麼是從波士頓首飛到亞特蘭大，什麼是來自亞特蘭大的最後一個航班到波士頓	飛行
什麼是對達美航空服務類	飛行
請列出所有航班週二達拉斯亞特蘭大	飛行
費城到舊金山，請	飛行
什麼航空公司飛往波士頓巴爾的摩	飛行
我需要花多少，每天對亞特蘭大地上找我從波士頓早班飛機從亞特蘭大最新的可能飛行回來	航空公司
並三角洲航空公司從丹佛飛往匹茲堡	飛行
列出從波士頓到亞特蘭大的所有航班點鐘在週四前5名	飛行
列出從巴爾的摩到舊金山上週五的所有航班	飛行
再告訴我從丹佛飛往費城的航班	飛行
這是什麼意思侯	飛行
讓我從舊金山到紐約的直飛航班全部	縮寫
我需要從鳳凰城到底特律起飛的航班星期一晚上	飛行
我想預訂從芝加哥到西雅圖航班六四	飛行
告訴我關於三角洲亞特蘭大早上航班	飛行
什麼才是從鳳凰城到鹽湖城最早的航班	飛行
我想從堪薩斯城到芝加哥飛下週三到達，晚上和返回的第二天	飛行
請列出從達拉斯到休斯敦週日航班上美國航空公司	飛行
什麼航班離開舊金山晚上8點以後，去達拉斯 - 沃斯堡	飛行
什麼是大陸的飛行這讓丹佛在1220點和去舊金山的航班號	飛行
什麼地面交通紐瓦克可用	航班號
我想費城飛往達拉斯七月十八	飛行
我想從波士頓前往丹佛	飛行
從匹茲堡去丹佛什麼航班下午2點後	飛行
I'd像拉斯維加斯TWA飛往紐約直飛	飛行
什麼是對美國航空公司頭等艙航班數量	飛行
我想看到從丹佛飛往費城的所有航班	航班號
波士頓匹茲堡	飛行
從華盛頓到舊金山的所有航班十一月十二	飛行
什麼樣的地面交通是在拉斯??維加斯提供	飛行
需要多少費用直接從費城飛往舊金山的美國航空公司	飛行
請列出飛行時間從紐瓦克飛往波士頓	機票
沒有增量波士頓和舊金山之間有什麼航班	飛行時間
給我從舊金山到華盛頓的航班，十二月第一	飛行
我想對航班將在亞特蘭大和達拉斯到達信息	飛行
請告訴我從華盛頓到舊金山加州航班	飛行
什麼航班從西雅圖到鹽湖城	飛行
從蒙特利爾飛往拉斯維加斯的航班和到達鳳凰在同一時間	飛行
告訴我從密爾沃基到奧蘭多在週三晚上或週四早上航班	飛行
列出從邁阿密到華盛頓直飛航班	飛行
你可以列出在聖地亞哥從多倫多出發的所有航班和降落在丹佛停留	飛行
給我從洛杉磯到匹茲堡週二航班	飛行
我需要從匹茲堡飛行逆轉丹佛請	飛行
我期待得到一個巴爾的摩機票到舊金山747離開八月第二十七	飛行
你可以給我匹茲堡和費城之間的航班	機票
地面舊金山	飛行
在丹佛中途停留的所有西北和美國聯合航空公司航班	飛行
什麼樣的票價代碼q和票價代碼B之間的區別	飛行
從舊金山到奧克蘭列表直達航班起程下午	縮寫
從鳳凰城到密爾沃基航班	飛行
給我從邁阿密到芝加哥在美國航空公司的所有航班	飛行
請列出從費城到多倫多早上航班	飛行
票價代碼有多少屬於經濟類	飛行
有美國航空公司打算從波士頓到舊金山六月第二十八飛行	數量
我要飛從亞特蘭大到費城	飛行
辛辛那提和坦帕之間早航班	飛行
四月十八我想預訂從夏洛特到巴爾的摩航班	飛行
什麼下午航班丹佛和達拉斯 - 沃斯堡之間可用	飛行
請列出從紐約到邁阿密在星期二的航班	飛行
什麼是最新的航班從費城到波士頓	飛行
列出從波士頓到亞特蘭大的所有航班下午6點在週三之後	飛行
從巴爾的摩華盛頓到奧克蘭列表直達航班的是445和515點之間到達	飛行
什麼是最早的航班從波士頓前往亞特蘭大離開	飛行
什麼樣的飛機都使用中途航空公司	飛行
我需要從波士頓飛往丹佛這個星期一	飛機
我想從加利福尼亞州奧克蘭到達拉斯的航班信息留在星期天早晨	飛行
什麼航班從波士頓離開匹茲堡上午	飛行
做任何的從波士頓到舊金山停止大陸航班丹佛	飛行
I'd喜歡看到所有的經濟艙票價從巴爾的摩到費城	飛行
什麼波士頓和華盛頓之間的直飛航班下午五點後抵達	機票
在丹佛地面交通	飛行
什麼才是從達拉斯飛往舊金山的航班達217車費	飛行
I'd喜歡看到從巴爾的摩到費城的所有航班	機票
從紐瓦克到波士頓的航班什麼下午5點以後	飛行
什麼航班沒有從波士頓到達拉斯	飛行
你有從亞特蘭大到北卡羅萊納州夏洛特下週一航班	飛行
從舊金山到丹佛	飛行
從亞特蘭大何去何從飛往華盛頓週四	飛行
請安排我從丹佛飛往舊金山的航班上美國空氣	飛行
告訴我從達拉斯到亞特蘭大週二航班	飛行
什麼是波士頓和巴爾的摩之間的最便宜機票	飛行
需要從匹茲堡到丹佛航班	機票
什麼是一流的票價從巴爾的摩到達拉斯	飛行
什麼是航空公司代碼DL代表	機票
告訴我最早的航班從克里夫蘭到孟菲斯	航空公司
你有沒有從匹茲堡飛往波士頓週三下週早上航班的任何	飛行
從匹茲堡到費城是下週二到達位於6點鐘位置的所有航班	飛行
請列出從堪薩斯城到丹佛的航班	飛行
請列出從加利福尼亞州安大略省的最短一站式飛往佛羅里達州奧蘭多	飛行
I'd喜歡尋找從波士頓到亞特蘭大直飛航班是葉的某個時候在下午和到達亞特蘭大的前一天晚上，	飛行
給我上月第二十七個從印第安納波利斯到奧蘭多航班和票價	飛行
告訴我從波士頓到巴爾的摩的航班	航班機票+
顯示從匹茲堡到奧克蘭航班	飛行
我需要後期飛行星期三從奧克蘭飛往鹽湖城	飛行
什麼是往返票的從波士頓飛往達拉斯奧克蘭離開七月第一成本	飛行
什麼是美國大陸航空公司的服務類的	機票
從蒙特利爾低於150美元的所有航班	飛行
請告訴我從紐約到邁阿密的所有往返航班	飛行
什麼航空公司有從波士頓到丹佛直飛午後航班	飛行
現在請給我最新的航班明天TWA從密爾沃基到塔科馬	航空公司
什麼是從波士頓的最後一個航班亞特蘭大	飛行
告訴我從丹佛飛往巴爾的摩的航班名單上團結八月份第三	飛行
什麼航班從大陸西雅圖抵達	飛行
讓我從聖地亞哥到紐約使用DC10的所有航班	飛行
告訴我地在波士頓和巴爾的摩運輸	飛行
我想在110點上八月二十一個航班從華盛頓離開波士頓	飛行
該航空公司從波士頓飛往華盛頓	飛行
給我留下夏洛特到亞特蘭大晚上7點左右下週二的航班	航空公司
告訴我紐瓦克新澤西的是去航班從圣迭戈	飛行
告訴我舊金山和華盛頓之間的往返票價	飛行
什麼是達拉斯和巴爾的摩之間的最便宜的往返飛行教練離開八月十	機票
請你告訴我一切從密爾沃基飛往蒙特利爾的航班	飛行
